URL,ImageURL,Brand,Product Name,Ratings,Price,Discount,Specs,,,,,,,,,,,,
https://www.amazon.in/Fossil-FB-01-Analog-Womens-Watch-CE1111/dp/B09DGQ4YFL/ref=sr_1_8?dib=eyJ2IjoiMSJ9.PCAjR5CXI7lZm8aW3w5sUPbsWst5_1E8r2BRdlqVQjkXAPVtEabTZbINA2MwWWXjnHK6Klto90mY0sQSx9BhtYS7bynzIuIBnsUpfSFgx3tcWPRu1rQlmhY-YCEs7POYOKKYWrCOrI3IJd54ZMNpxy0i1pX_F2QkXEE5maNOMy6ufr-HcYPmQ3IpmlHxMxbHPYJyARmXlpUT7LD1ZnKl85AdGFc7RkyDnXzaaP9vUUz-WBh32d9nzxKQ9PLF-hwOEzcjCiC1vodbyZkpn5WFS2orRDWPtRqiMSOIzV_fWk4.MN0HgOjfjcqlVyOJKmhfeGFBn0-pbrnyP8qwhFG37SI&dib_tag=se&qid=1744805748&refinements=p_36%3A1470000-2560000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-8&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71dZCuAHrVL._AC_UL320_.jpg,Fossil,Fb-01 Analog Dial Women's Watch-CE1125,4.3,"19,995",,"Watch Information
Band Colour
Brown
Band Material
Ceramic
Band Width
16 Millimeters
Bezel Function
Unidirectional
Bezel Material
Stainless Steel
Brand
Fossil
Case Diameter
36 Millimeters
Case Material
Stainless Steel
Case Thickness
10 Millimeters
Clasp
Double Locking Foldover Clasp
Dial Colour
Brown
Crystal Material
Glass
Display Type
Analog
Case Shape
Round
Item Weight
100 g
Model Number
CE1111
Part Number
CE1111
Special Features
measures seconds
Warranty Type
Manufacturer
Movement
Quartz
Water Resistance Depth
100 Meters
Band size
Womens Standard
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Michael-Stainless-Steel-Analog-Watch-Mk4810/dp/B0CRD359MY/ref=sr_1_9?dib=eyJ2IjoiMSJ9.PCAjR5CXI7lZm8aW3w5sUPbsWst5_1E8r2BRdlqVQjkXAPVtEabTZbINA2MwWWXjnHK6Klto90mY0sQSx9BhtYS7bynzIuIBnsUpfSFgx3tcWPRu1rQlmhY-YCEs7POYOKKYWrCOrI3IJd54ZMNpxy0i1pX_F2QkXEE5maNOMy6ufr-HcYPmQ3IpmlHxMxbHPYJyARmXlpUT7LD1ZnKl85AdGFc7RkyDnXzaaP9vUUz-WBh32d9nzxKQ9PLF-hwOEzcjCiC1vodbyZkpn5WFS2orRDWPtRqiMSOIzV_fWk4.MN0HgOjfjcqlVyOJKmhfeGFBn0-pbrnyP8qwhFG37SI&dib_tag=se&qid=1744805748&refinements=p_36%3A1470000-2560000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-9&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71iznO5JWPL._AC_UL320_.jpg,Michael Kors,"Michael Kors Stainless Steel Analog White Dial Women Watch-Mk4810, Rose Gold Band",5,"16,797",30%,,,,,,,,,,,,,
https://www.amazon.in/Nordgreen-UN32GOMEGOPM-Unika-Watch-Women/dp/B0CG9DBC59/ref=sr_1_12?dib=eyJ2IjoiMSJ9.PCAjR5CXI7lZm8aW3w5sUPbsWst5_1E8r2BRdlqVQjkXAPVtEabTZbINA2MwWWXjnHK6Klto90mY0sQSx9BhtYS7bynzIuIBnsUpfSFgx3tcWPRu1rQlmhY-YCEs7POYOKKYWrCOrI3IJd54ZMNpxy0i1pX_F2QkXEE5maNOMy6ufr-HcYPmQ3IpmlHxMxbHPYJyARmXlpUT7LD1ZnKl85AdGFc7RkyDnXzaaP9vUUz-WBh32d9nzxKQ9PLF-hwOEzcjCiC1vodbyZkpn5WFS2orRDWPtRqiMSOIzV_fWk4.MN0HgOjfjcqlVyOJKmhfeGFBn0-pbrnyP8qwhFG37SI&dib_tag=se&qid=1744805748&refinements=p_36%3A1470000-2560000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-12&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71u-jxDUYPL._AC_UL320_.jpg,Nordgreen,UN32GOMEGOPM Unika Watch for Women,,"19,124",25%,"Watch Information
Band Colour
Gold
Band Material
Stainless Steel
Band Width
16 Millimeters
Bezel Function
12 Hour Time Display
Bezel Material
Stainless Steel
Brand
Nordgreen
Calendar Type
No Calendar
Case Diameter
32 Millimeters
Case Material
Stainless Steel
Case Thickness
7.9 Millimeters
Clasp
Push Button Foldover Clasp With Safety
Dial Colour
Gold
Crystal Material
Glass
Display Type
analogue
Case Shape
Round
Model Number
18032
Part Number
18032
Warranty Type
Manufacturer
Movement
Japanese Quartz
Water Resistance Depth
30 Meters
Band size
Womens Standard
Warranty Description
2 Years Warranty
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Michael-Kors-Analog-Womens-Watch-MK3192/dp/B009DFSRZS/ref=sr_1_13?dib=eyJ2IjoiMSJ9.PCAjR5CXI7lZm8aW3w5sUPbsWst5_1E8r2BRdlqVQjkXAPVtEabTZbINA2MwWWXjnHK6Klto90mY0sQSx9BhtYS7bynzIuIBnsUpfSFgx3tcWPRu1rQlmhY-YCEs7POYOKKYWrCOrI3IJd54ZMNpxy0i1pX_F2QkXEE5maNOMy6ufr-HcYPmQ3IpmlHxMxbHPYJyARmXlpUT7LD1ZnKl85AdGFc7RkyDnXzaaP9vUUz-WBh32d9nzxKQ9PLF-hwOEzcjCiC1vodbyZkpn5WFS2orRDWPtRqiMSOIzV_fWk4.MN0HgOjfjcqlVyOJKmhfeGFBn0-pbrnyP8qwhFG37SI&dib_tag=se&qid=1744805748&refinements=p_36%3A1470000-2560000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-13&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71N7p23TNWL._AC_UL320_.jpg,Michael Kors,"Michael Kors Analog Rose Gold Dial, Band Women's Watch - Mk3192",4.3,"19,995",2%,,,,,,,,,,,,,
https://www.amazon.in/Titan-Raga-Analog-Womens-Watch-95095WM01F/dp/B07J2T6FYZ/ref=sr_1_14?dib=eyJ2IjoiMSJ9.PCAjR5CXI7lZm8aW3w5sUPbsWst5_1E8r2BRdlqVQjkXAPVtEabTZbINA2MwWWXjnHK6Klto90mY0sQSx9BhtYS7bynzIuIBnsUpfSFgx3tcWPRu1rQlmhY-YCEs7POYOKKYWrCOrI3IJd54ZMNpxy0i1pX_F2QkXEE5maNOMy6ufr-HcYPmQ3IpmlHxMxbHPYJyARmXlpUT7LD1ZnKl85AdGFc7RkyDnXzaaP9vUUz-WBh32d9nzxKQ9PLF-hwOEzcjCiC1vodbyZkpn5WFS2orRDWPtRqiMSOIzV_fWk4.MN0HgOjfjcqlVyOJKmhfeGFBn0-pbrnyP8qwhFG37SI&dib_tag=se&qid=1744805748&refinements=p_36%3A1470000-2560000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-14&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/51ix1+YOLcL._AC_UL320_.jpg,Titan,Titan Raga I Am Pink Dial Women Watch With Metal Strap-NS95095WM01F/NT95095WM01F,4,"20,555",,,,,,,,,,,,,,
https://www.amazon.in/Tommy-Hilfiger-Bank-Analog-Watch-TH1791720/dp/B08HV85TG6/ref=sr_1_15?dib=eyJ2IjoiMSJ9.PCAjR5CXI7lZm8aW3w5sUPbsWst5_1E8r2BRdlqVQjkXAPVtEabTZbINA2MwWWXjnHK6Klto90mY0sQSx9BhtYS7bynzIuIBnsUpfSFgx3tcWPRu1rQlmhY-YCEs7POYOKKYWrCOrI3IJd54ZMNpxy0i1pX_F2QkXEE5maNOMy6ufr-HcYPmQ3IpmlHxMxbHPYJyARmXlpUT7LD1ZnKl85AdGFc7RkyDnXzaaP9vUUz-WBh32d9nzxKQ9PLF-hwOEzcjCiC1vodbyZkpn5WFS2orRDWPtRqiMSOIzV_fWk4.MN0HgOjfjcqlVyOJKmhfeGFBn0-pbrnyP8qwhFG37SI&dib_tag=se&qid=1744805748&refinements=p_36%3A1470000-2560000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-15&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/51hPfo7Ca7L._AC_UL320_.jpg,Tommy Hilfiger,"Brand Mens Navy Dial Metallic Multi-Function Watch (WNCTH1791720, Not assigned, Not assigned)",4.1,"16,312",13%,"Watch Information
Band Colour
Blue
Band Material
Stainless Steel
Band Width
10.00 Centimeters
Bezel Function
GMT
Bezel Material
Stainless Steel
Brand
Tommy Hilfiger
Calendar Type
No Calendar
Case Diameter
10.00
Case Material
Stainless Steel
Case Thickness
7.50
Clasp
Buckle
Collection
Bank
Dial Colour
Navy
Crystal Material
Mineral
Display Type
analogue
Case Shape
Round
Item Weight
200 g
Model Number
WNCTH1791720
Part Number
TH1791720
Special Features
measures seconds
Warranty Type
Manufacturer
Movement
Hand Driven
Water Resistance Depth
50 Meters
Band size
Mens Standard
Warranty Description
24 months manufacturer warranty on manufacturing defects.
How to avail Warranty?
For availing warranty, show only your original invoice at the Titan Authorized Service Center.
For more details or other service related queries, call the Titan India toll free number 1800-266-0123 between 10am to 7pm on any day of the week, or e-mail at customercare@titan.co.in.
Note: No Warranty card required, warranty can be availed by showing the invoice at service center.
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Titan-Analog-Womens-Casual-Watch/dp/B0C9MYZDF4/ref=sr_1_17?dib=eyJ2IjoiMSJ9.PCAjR5CXI7lZm8aW3w5sUPbsWst5_1E8r2BRdlqVQjkXAPVtEabTZbINA2MwWWXjnHK6Klto90mY0sQSx9BhtYS7bynzIuIBnsUpfSFgx3tcWPRu1rQlmhY-YCEs7POYOKKYWrCOrI3IJd54ZMNpxy0i1pX_F2QkXEE5maNOMy6ufr-HcYPmQ3IpmlHxMxbHPYJyARmXlpUT7LD1ZnKl85AdGFc7RkyDnXzaaP9vUUz-WBh32d9nzxKQ9PLF-hwOEzcjCiC1vodbyZkpn5WFS2orRDWPtRqiMSOIzV_fWk4.MN0HgOjfjcqlVyOJKmhfeGFBn0-pbrnyP8qwhFG37SI&dib_tag=se&qid=1744805748&refinements=p_36%3A1470000-2560000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-17&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/61KtiKWX2sL._AC_UL320_.jpg,Titan,Edge Ceramic Blue Dial Analog Ceramic Strap Watch for Women-NS2653QC03/NT2653QC03,4,"23,495",,"Watch Information
Band Colour
Blue
Band Material
Ceramic
Band Width
34 Millimeters
Brand
Titan
Calendar Type
No Calendar
Case Diameter
40.5 Millimeters
Case Material
Ceramic
Case Thickness
4.4 Millimeters
Clasp
Push Button Deployment Clasp
Dial Colour
Blue
Crystal Material
Sapphire
Display Type
Analog
Case Shape
Round
Item Weight
150 g
Model Number
Casual Watch
Part Number
2653QC03
Special Features
3 ATM water resistance, 4.4mm Slimness, Titan Edge Caliber 9081 Movement slimness 1.15mm
Warranty Type
2 years
Movement
Quartz
Water Resistance Depth
30 Meters
Band size
Womens Standard
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Armani-Exchange-Womens-AX4331-Watch/dp/B016Q1CPCM/ref=sr_1_19?dib=eyJ2IjoiMSJ9.PCAjR5CXI7lZm8aW3w5sUPbsWst5_1E8r2BRdlqVQjkXAPVtEabTZbINA2MwWWXjnHK6Klto90mY0sQSx9BhtYS7bynzIuIBnsUpfSFgx3tcWPRu1rQlmhY-YCEs7POYOKKYWrCOrI3IJd54ZMNpxy0i1pX_F2QkXEE5maNOMy6ufr-HcYPmQ3IpmlHxMxbHPYJyARmXlpUT7LD1ZnKl85AdGFc7RkyDnXzaaP9vUUz-WBh32d9nzxKQ9PLF-hwOEzcjCiC1vodbyZkpn5WFS2orRDWPtRqiMSOIzV_fWk4.MN0HgOjfjcqlVyOJKmhfeGFBn0-pbrnyP8qwhFG37SI&dib_tag=se&qid=1744805748&refinements=p_36%3A1470000-2560000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-19&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/711X+ofVGhL._AC_UL320_.jpg,Armani Exchange,"Armani Exchange Stainless Steel Analog Silver Dial Women Watch-Ax4331, Multi-Color Band",4.4,"16,995",,,,,,,,,,,,,,
https://www.amazon.in/Titan-Quartz-Multifunction-Stainless-Couple-NS9400394203WM01P/dp/B08LKL1KJB/ref=sr_1_20?dib=eyJ2IjoiMSJ9.PCAjR5CXI7lZm8aW3w5sUPbsWst5_1E8r2BRdlqVQjkXAPVtEabTZbINA2MwWWXjnHK6Klto90mY0sQSx9BhtYS7bynzIuIBnsUpfSFgx3tcWPRu1rQlmhY-YCEs7POYOKKYWrCOrI3IJd54ZMNpxy0i1pX_F2QkXEE5maNOMy6ufr-HcYPmQ3IpmlHxMxbHPYJyARmXlpUT7LD1ZnKl85AdGFc7RkyDnXzaaP9vUUz-WBh32d9nzxKQ9PLF-hwOEzcjCiC1vodbyZkpn5WFS2orRDWPtRqiMSOIzV_fWk4.MN0HgOjfjcqlVyOJKmhfeGFBn0-pbrnyP8qwhFG37SI&dib_tag=se&qid=1744805748&refinements=p_36%3A1470000-2560000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-20&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/61sanrE-RPL._AC_UL320_.jpg,Titan,Quartz Multifunction White Dial Stainless Steel Strap Watch for Couple-NS9400394203WM01P/NT9400394203WM01,4,"22,115",,"Watch Information
Band Colour
Gold
Band Material
Metal
Band Width
16 Millimeters
Bezel Function
no bezel available
Brand
Titan
Calendar Type
Day-Date
Case Diameter
41 Millimeters
Case Material
Stainless Steel
Case Thickness
9 Millimeters
Clasp
Sliding Clasp
Collection
Modern Bandhan
Dial Colour
Silver
Crystal Material
Mineral
Display Type
Analog
Case Shape
Round
Item Weight
190 g
Model Number
NR9400394203WM01P
Part Number
9400394203WM01
Special Features
Waterproof
Warranty Type
Manufacturer
Movement
Quartz
Water Resistance Depth
50 Meters
Band size
Womens Standard
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjQ2MTA5Mjg5MTI0OTQyOjE3NDQ4MDU3NDk6c3BfbXRmX2Jyb3dzZTozMDA1MTQwMTA5NzM3MzI6OjA6Og&url=%2FNordgreen-UN32RGMEROXX-Unika-Watch-Women%2Fdp%2FB0CG9F96T9%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.PCAjR5CXI7lZm8aW3w5sUPbsWst5_1E8r2BRdlqVQjkXAPVtEabTZbINA2MwWWXjnHK6Klto90mY0sQSx9BhtYS7bynzIuIBnsUpfSFgx3tcWPRu1rQlmhY-YCEs7POYOKKYWrCOrI3IJd54ZMNpxy0i1pX_F2QkXEE5maNOMy6ufr-HcYPmQ3IpmlHxMxbHPYJyARmXlpUT7LD1ZnKl85AdGFc7RkyDnXzaaP9vUUz-WBh32d9nzxKQ9PLF-hwOEzcjCiC1vodbyZkpn5WFS2orRDWPtRqiMSOIzV_fWk4.MN0HgOjfjcqlVyOJKmhfeGFBn0-pbrnyP8qwhFG37SI%26dib_tag%3Dse%26qid%3D1744805748%26refinements%3Dp_36%253A1470000-2560000%252Cp_n_feature_seven_browse-bin%253A1480900031%26rnid%3D3439816031%26s%3Dwatch%26sr%3D1-21-spons%26xpid%3DNIOcc7XmuV-Ps%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,https://m.media-amazon.com/images/I/818VlEAxrEL._AC_UL320_.jpg,Nordgreen,UN32RGMEROXX Unika Analogue Gold Band White Dial Watch For Women,,"20,399",20%,"Watch Information
Band Colour
Rose Gold
Band Material
Stainless Steel
Band Width
16 Millimeters
Bezel Function
12 Hour Time Display
Bezel Material
Stainless Steel
Brand
Nordgreen
Calendar Type
No Calendar
Case Diameter
32 Millimeters
Case Material
Stainless Steel
Case Thickness
7.9 Millimeters
Clasp
Push Button Foldover Clasp With Safety
Dial Colour
white
Crystal Material
Glass
Display Type
analogue
Case Shape
Round
Model Number
18029
Part Number
18029
Special Features
Sapphire Glass
Warranty Type
Manufacturer
Movement
Japanese Quartz
Water Resistance Depth
30 Meters
Band size
Womens Standard
Warranty Description
2 Years Warranty
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjQ2MTA5Mjg5MTI0OTQyOjE3NDQ4MDU3NDk6c3BfbXRmX2Jyb3dzZTozMDA0NTY4Nzk4NzkyMzI6OjA6Og&url=%2FGUESS-Analog-Rose-Womens-Watch-GW0777L3%2Fdp%2FB0D9QCRGCD%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.PCAjR5CXI7lZm8aW3w5sUPbsWst5_1E8r2BRdlqVQjkXAPVtEabTZbINA2MwWWXjnHK6Klto90mY0sQSx9BhtYS7bynzIuIBnsUpfSFgx3tcWPRu1rQlmhY-YCEs7POYOKKYWrCOrI3IJd54ZMNpxy0i1pX_F2QkXEE5maNOMy6ufr-HcYPmQ3IpmlHxMxbHPYJyARmXlpUT7LD1ZnKl85AdGFc7RkyDnXzaaP9vUUz-WBh32d9nzxKQ9PLF-hwOEzcjCiC1vodbyZkpn5WFS2orRDWPtRqiMSOIzV_fWk4.MN0HgOjfjcqlVyOJKmhfeGFBn0-pbrnyP8qwhFG37SI%26dib_tag%3Dse%26qid%3D1744805748%26refinements%3Dp_36%253A1470000-2560000%252Cp_n_feature_seven_browse-bin%253A1480900031%26rnid%3D3439816031%26s%3Dwatch%26sr%3D1-22-spons%26xpid%3DNIOcc7XmuV-Ps%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,https://m.media-amazon.com/images/I/815iLwL1MAL._AC_UL320_.jpg,GUESS,Analog Rose Gold Dial Women's Watch-GW0777L3,,"19,995",,"Watch Information
Band Colour
Multicolor
Band Material
Stainless Steel
Band Width
18 Millimeters
Bezel Function
Stationary
Bezel Material
Stainless Steel
Brand
GUESS
Calendar Type
No Calendar
Case Diameter
40 Millimeters
Case Material
Stainless Steel
Case Thickness
9.85 Millimeters
Clasp
Foldover Clasp
Dial Colour
Rose Gold
Crystal Material
Mineral Glass
Display Type
Analog
Case Shape
Octogonal
Item Weight
90 g
Model Number
GW0777L3
Part Number
GW0777L3
Warranty Type
Limited
Movement
Quartz
Water Resistance Depth
50 Meters
Band size
Womens Standard
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjQ2MTA5Mjg5MTI0OTQyOjE3NDQ4MDU3NDk6c3BfbXRmX2Jyb3dzZTozMDA1MTQwMTA5NzQ3MzI6OjA6Og&url=%2FNordgreen-UN32RG5LROXX-Unika-Watch-Women%2Fdp%2FB0CGCSKJ4W%2Fref%3Dsr_1_23_sspa%3Fdib%3DeyJ2IjoiMSJ9.PCAjR5CXI7lZm8aW3w5sUPbsWst5_1E8r2BRdlqVQjkXAPVtEabTZbINA2MwWWXjnHK6Klto90mY0sQSx9BhtYS7bynzIuIBnsUpfSFgx3tcWPRu1rQlmhY-YCEs7POYOKKYWrCOrI3IJd54ZMNpxy0i1pX_F2QkXEE5maNOMy6ufr-HcYPmQ3IpmlHxMxbHPYJyARmXlpUT7LD1ZnKl85AdGFc7RkyDnXzaaP9vUUz-WBh32d9nzxKQ9PLF-hwOEzcjCiC1vodbyZkpn5WFS2orRDWPtRqiMSOIzV_fWk4.MN0HgOjfjcqlVyOJKmhfeGFBn0-pbrnyP8qwhFG37SI%26dib_tag%3Dse%26qid%3D1744805748%26refinements%3Dp_36%253A1470000-2560000%252Cp_n_feature_seven_browse-bin%253A1480900031%26rnid%3D3439816031%26s%3Dwatch%26sr%3D1-23-spons%26xpid%3DNIOcc7XmuV-Ps%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,https://m.media-amazon.com/images/I/71DDcf71iNL._AC_UL320_.jpg,Nordgreen,UN32RG5LROXX Unika Watch for Women - 32mm,,"20,799",20%,"Watch Information
Band Colour
Rose Gold
Band Material
Stainless Steel
Band Width
16 Millimeters
Bezel Function
12 Hour Time Display
Bezel Material
Stainless Steel
Brand
Nordgreen
Calendar Type
No Calendar
Case Diameter
32 Millimeters
Case Material
Stainless Steel
Case Thickness
7.9 Millimeters
Clasp
Push Button Foldover Clasp With Safety
Dial Colour
white
Crystal Material
Glass
Display Type
analogue
Case Shape
Round
Model Number
18063
Part Number
18063
Special Features
Waterproof, Scratch Resistant
Warranty Type
Manufacturer
Movement
Japanese Quartz
Water Resistance Depth
30 Meters
Band size
Womens Standard
Warranty Description
2 Years Warranty
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjQ2MTA5Mjg5MTI0OTQyOjE3NDQ4MDU3NDk6c3BfbXRmX2Jyb3dzZTozMDA1MDIwNDM1MjMwMzI6OjA6Og&url=%2FMichael-Kors-Analog-Womens-Watch-MK5896%2Fdp%2FB00FZE1AZU%2Fref%3Dsr_1_24_sspa%3Fdib%3DeyJ2IjoiMSJ9.PCAjR5CXI7lZm8aW3w5sUPbsWst5_1E8r2BRdlqVQjkXAPVtEabTZbINA2MwWWXjnHK6Klto90mY0sQSx9BhtYS7bynzIuIBnsUpfSFgx3tcWPRu1rQlmhY-YCEs7POYOKKYWrCOrI3IJd54ZMNpxy0i1pX_F2QkXEE5maNOMy6ufr-HcYPmQ3IpmlHxMxbHPYJyARmXlpUT7LD1ZnKl85AdGFc7RkyDnXzaaP9vUUz-WBh32d9nzxKQ9PLF-hwOEzcjCiC1vodbyZkpn5WFS2orRDWPtRqiMSOIzV_fWk4.MN0HgOjfjcqlVyOJKmhfeGFBn0-pbrnyP8qwhFG37SI%26dib_tag%3Dse%26qid%3D1744805748%26refinements%3Dp_36%253A1470000-2560000%252Cp_n_feature_seven_browse-bin%253A1480900031%26rnid%3D3439816031%26s%3Dwatch%26sr%3D1-24-spons%26xpid%3DNIOcc7XmuV-Ps%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,https://m.media-amazon.com/images/I/61q0LbRyJBL._AC_UL320_.jpg,Michael Kors,"Michael Kors Resin Analog Rose Dial Women Watch-Mk5896, Gold Band",4.1,"23,995",,,,,,,,,,,,,,
https://www.amazon.in/Titan-Facets-Analog-Womens-Watch-95118WM02/dp/B07YLVL85Q/ref=sr_1_25?dib=eyJ2IjoiMSJ9.PCAjR5CXI7lZm8aW3w5sUPbsWst5_1E8r2BRdlqVQjkXAPVtEabTZbINA2MwWWXjnHK6Klto90mY0sQSx9BhtYS7bynzIuIBnsUpfSFgx3tcWPRu1rQlmhY-YCEs7POYOKKYWrCOrI3IJd54ZMNpxy0i1pX_F2QkXEE5maNOMy6ufr-HcYPmQ3IpmlHxMxbHPYJyARmXlpUT7LD1ZnKl85AdGFc7RkyDnXzaaP9vUUz-WBh32d9nzxKQ9PLF-hwOEzcjCiC1vodbyZkpn5WFS2orRDWPtRqiMSOIzV_fWk4.MN0HgOjfjcqlVyOJKmhfeGFBn0-pbrnyP8qwhFG37SI&dib_tag=se&qid=1744805748&refinements=p_36%3A1470000-2560000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-25&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71ewugZRsJL._AC_UL320_.jpg,Titan,Raga Facets Pink Dial Analog Stainless Steel Strap Watch for Women-NS95118WM02/NT95118WM02,4.1,"20,555",,"Watch Information
Band Colour
Rose Gold
Band Material
Metal
Band Width
10 Millimeters
Bezel Function
no bezel available
Brand
Titan
Case Diameter
26 Millimeters
Case Material
Brass
Case Thickness
7 Millimeters
Clasp
Jewelry Clasp
Collection
Raga Facets
Dial Colour
Pink
Crystal Material
Mineral
Display Type
Analog
Case Shape
Contemporary
Item Weight
150 g
Model Number
NR95118WM02
Part Number
NQ95118WM02
Special Features
Water Resistant
Warranty Type
Manufacturer
Movement
Quartz
Water Resistance Depth
30 Meters
Warranty Description
24 months manufacturer warranty on manufacturing defects.
How to avail Warranty?
For availing warranty, show only your original invoice at the Titan Authorized Service Center.
For more details or other service related queries, call the Titan India toll free number 1800-266-0123 between 10am to 7pm on any day of the week, or e-mail at customercare@titan.co.in.
Note: No Warranty card required, warranty can be availed by showing the invoice at service center.
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Michael-Kors-Analog-Champagne-Watch-MK5605/dp/B006IWDWGS/ref=sr_1_26?dib=eyJ2IjoiMSJ9.PCAjR5CXI7lZm8aW3w5sUPbsWst5_1E8r2BRdlqVQjkXAPVtEabTZbINA2MwWWXjnHK6Klto90mY0sQSx9BhtYS7bynzIuIBnsUpfSFgx3tcWPRu1rQlmhY-YCEs7POYOKKYWrCOrI3IJd54ZMNpxy0i1pX_F2QkXEE5maNOMy6ufr-HcYPmQ3IpmlHxMxbHPYJyARmXlpUT7LD1ZnKl85AdGFc7RkyDnXzaaP9vUUz-WBh32d9nzxKQ9PLF-hwOEzcjCiC1vodbyZkpn5WFS2orRDWPtRqiMSOIzV_fWk4.MN0HgOjfjcqlVyOJKmhfeGFBn0-pbrnyP8qwhFG37SI&dib_tag=se&qid=1744805748&refinements=p_36%3A1470000-2560000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-26&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71naVE0QpuL._AC_UL320_.jpg,Michael Kors,Michael Kors Analogue Gold Tone Watch for Women MK5605,4.5,"21,995",4%,,,,,,,,,,,,,
